"pwhl_team_id","player_name","position_group","game_id","bio_record","portrait_art_id","has_portrait","pwhl_player_id","official_name","official_position","official_jersey","birthdate","shoots","height","hometown","headshot_240_url","media_api_url","profile_api_url","season_stats_api_url","match_method","portrait_status","portrait_qa","attribution","notes"
"MIN","Marlène Boissonnault","G","8528","2317","7402","0","166","Marlène Boissonnault","G","1","1997-06-19","L","","Dundee, NB","https://assets.leaguestat.com/pwhl/240x240/166.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=166&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=166&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=166&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Natalie Buchbinder","D","8551","2322","7425","1","90","Natalie Buchbinder","D","22","1999-01-22","R","5-8""","Fairport, NY","https://assets.leaguestat.com/pwhl/240x240/90.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=90&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=90&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=90&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Nicole Hensley","G","8292","2223","7170","1","22","Nicole Hensley","G","29","1994-06-23","L","5-7","Lakewood, CO","https://assets.leaguestat.com/pwhl/240x240/22.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=22&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=22&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=22&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Peyton Anderson","F","3147","709","1126","1","263","Peyton Anderson","F","91","2001-04-18","L","","Arvada, CO","https://assets.leaguestat.com/pwhl/240x240/263.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=263&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=263&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=263&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Sidney Morin","D","11179","3600","10398","1","167","Sidney Morin","D","5","1995-06-06","R","5-5","Minnetonka, MN","https://assets.leaguestat.com/pwhl/240x240/167.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=167&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=167&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=167&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Taylor Heise","F","8310","2231","7188","1","21","Taylor Heise","F","27","2000-03-17","R","5-10","Lake City, MN","https://assets.leaguestat.com/pwhl/240x240/21.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=21&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=21&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=21&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MIN","Vanessa Upson","F","11331","3685","10560","1","269","Vanessa Upson","F","24","2003-11-18","L","","Stoney Creek, ON","https://assets.leaguestat.com/pwhl/240x240/269.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=269&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=269&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=269&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Abby Roque","F","8787","2403","7661","1","42","Abby Roque","F","11","1997-09-25","R","5-7""","Sault Ste. Marie, MI","https://assets.leaguestat.com/pwhl/240x240/42.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=42&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=42&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=42&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Alexandra Labelle","F","6987","1896","6022","1","39","Alexandra Labelle","F","13","1996-02-27","L","5-7","St-Louis-de-Gonzague, QC","https://assets.leaguestat.com/pwhl/240x240/39.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=39&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=39&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=39&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Amanda Boulier","D","7491","2051","6525","1","51","Amanda Boulier","D","44","1993-03-30","R","5-1""","Watertown, CT","https://assets.leaguestat.com/pwhl/240x240/51.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=51&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=51&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=51&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Ann-Renée Desbiens","G","10382","3145","9593","1","28","Ann-Renée Desbiens","G","35","1994-04-10","L","5-9""","Clermont, QC","https://assets.leaguestat.com/pwhl/240x240/28.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=28&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=28&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=28&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Catherine Dubois","F","6618","1762","2576","1","157","Catherine Dubois","F","28","1995-07-29","L","5-10""","Charlesbourg, QC","https://assets.leaguestat.com/pwhl/240x240/157.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=157&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=157&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=157&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Dara Greig","F","6724","1811","5011","1","199","Dara Greig","F","17","2000-12-30","L","5-","Camden, NJ","https://assets.leaguestat.com/pwhl/240x240/199.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=199&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=199&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=199&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Erin Ambrose","D","3714","924","1789","1","83","Erin Ambrose","D","23","1994-04-30","R","5-5""","Keswick, ON","https://assets.leaguestat.com/pwhl/240x240/83.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=83&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=83&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=83&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Hayley Scamurra","F","9815","2871","9026","1","61","Hayley Scamurra","F","16","1994-12-14","L","5-8""","Buffalo, NY","https://assets.leaguestat.com/pwhl/240x240/61.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=61&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=61&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=61&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Jade Downie-Landry","F","6423","1660","479","1","35","Jade Downie-Landry","F","77","1995-10-03","L","5-9","St-Jean-sur-Richelieu, QC","https://assets.leaguestat.com/pwhl/240x240/35.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=35&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=35&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=35&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Jessica Digirolamo","D","10937","3469","10149","1","5","Jessica DiGirolamo","D","22","1999-02-13","L","5-","Mississauga, ON","https://assets.leaguestat.com/pwhl/240x240/5.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=5&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=5&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=5&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Kaitlin Willoughby","F","7625","2100","6655","1","128","Kaitlin Willoughby","F","19","1995-03-26","R","5-6""","Prince Albert, SK","https://assets.leaguestat.com/pwhl/240x240/128.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=128&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=128&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=128&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Kati Tabin","D","9257","2588","8468","1","84","Kati Tabin","D","9","1997-04-21","L","5-8""","Winnipeg, MB","https://assets.leaguestat.com/pwhl/240x240/84.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=84&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=84&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=84&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Kelly-Ann Nadeau","D","12273","4369","11561","1","202","Kelly Ann Nadeau","D","51","1998-03-30","R","5-7","Mont-Laurier, QC","https://assets.leaguestat.com/pwhl/240x240/202.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=202&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=202&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=202&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Laura Stacey","F","12117","4277","11399","1","32","Laura Stacey","F","7","1994-05-05","R","5-10""","Kleinburg, ON","https://assets.leaguestat.com/pwhl/240x240/32.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=32&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=32&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=32&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Maggie Flaherty","D","9278","2603","8489","1","79","Maggie Flaherty","D","91","2000-06-02","L","5-8","Lakeville, MN","https://assets.leaguestat.com/pwhl/240x240/79.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=79&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=79&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=79&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Marie-Philip Poulin","F","8782","2401","7656","1","31","Marie-Philip Poulin","F","29","1991-03-28","L","5-7","Beauceville, QC","https://assets.leaguestat.com/pwhl/240x240/31.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=31&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=31&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=31&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Maureen Murphy","F","7164","1953","6200","1","98","Maureen Murphy","F","21","1999-12-15","R","5-4","Buffalo, NY","https://assets.leaguestat.com/pwhl/240x240/98.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=98&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=98&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=98&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Megan Warrener","G","9085","2518","7962","1","270","Megan Warrener","G","1","2003-07-03","L","5-","Stoney Creek, ON","https://assets.leaguestat.com/pwhl/240x240/270.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=270&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=270&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=270&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Natálie Mlýnková","F","7099","1931","6135","1","274","Natálie Mlýnková","F","96","2001-05-24","L","5-","Zlin, CZE","https://assets.leaguestat.com/pwhl/240x240/274.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=274&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=274&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=274&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Nicole Gosling","D","11837","4082","11099","1","253","Nicole Gosling","D","61","2002-04-21","L","5-6","London, ON","https://assets.leaguestat.com/pwhl/240x240/253.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=253&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=253&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=253&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Sandra Abstreiter","G","8985","2494","7861","1","48","Sandra Abstreiter","G","30","1998-07-23","L","5-11""","Freising, GER","https://assets.leaguestat.com/pwhl/240x240/48.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=48&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=48&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=48&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Shiann Darkangelo","F","5716","1379","4467","1","4","Shiann Darkangelo","F","27","1993-11-28","L","5-11""","Brighton, MI","https://assets.leaguestat.com/pwhl/240x240/4.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=4&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=4&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=4&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"MTL","Skylar Irving","F","6846","1852","5828","1","272","Skylar Irving","F","88","2002-01-21","R","5-","Kingston, MA","https://assets.leaguestat.com/pwhl/240x240/272.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=272&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=272&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=272&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Allyson Simpson","D","12070","4243","11348","1","230","Allyson Simpson","D","20","2000-12-20","R","5-8""","Frisco, TX","https://assets.leaguestat.com/pwhl/240x240/230.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=230&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=230&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=230&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Anna Bargman","F","3326","786","1262","1","277","Anna Bargman","F","22","2002-08-07","L","5-8","Boxford, MA","https://assets.leaguestat.com/pwhl/240x240/277.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=277&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=277&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=277&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Anne Cherkowski","F","3339","791","1275","1","249","Anne Cherkowski","F","24","2002-07-06","R","","Coldstream, BC","https://assets.leaguestat.com/pwhl/240x240/249.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=249&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=249&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=249&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Callie Shanahan","G","7571","2073","6602","1","282","Callie Shanahan","G","37","2003-05-26","L","5-10","Commerce Township, MI","https://assets.leaguestat.com/pwhl/240x240/282.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=282&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=282&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=282&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Casey O'Brien","F","10974","3500","10188","1","280","Casey O'Brien","F","26","2001-08-27","L","5-4","Milton, MA","https://assets.leaguestat.com/pwhl/240x240/280.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=280&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=280&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=280&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Elle Hartje","F","7775","2141","6802","1","206","Elle Hartje","F","4","2001-04-13","L","5-5","Detroit, MI ","https://assets.leaguestat.com/pwhl/240x240/206.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=206&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=206&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=206&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Emmy Fecteau","F","3677","905","1752","1","204","Emmy Fecteau","F","29","1999-04-07","L","5-6","Saint-Odilon-de-Cranbourn","https://assets.leaguestat.com/pwhl/240x240/204.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=204&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=204&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=204&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Jaime Bourbonnais","D","6971","1889","6006","1","87","Jaime Bourbonnais","D","14","1998-09-09","R","5-7","Mississauga, ON","https://assets.leaguestat.com/pwhl/240x240/87.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=87&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=87&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=87&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
"NY","Jincy Roese","D","7745","2133","6772","1","60","Jincy Roese","D","33","1997-05-15","L","5-6""","O'Fallon, MO","https://assets.leaguestat.com/pwhl/240x240/60.jpg","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=media&player_id=60&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=profile&player_id=60&key=446521baf8c38984&client_code=pwhl","https://lscluster.hockeytech.com/feed/index.php?feed=modulekit&view=player&category=seasonstats&player_id=60&key=446521baf8c38984&client_code=pwhl","league-roster-normalized-name","Source mapped","Not reviewed","Official statistics and media provided by the Professional Women's Hockey League and HockeyTech.",""
